date,first_name,life_force
2024-12-08,Miracle Max,85.98
2025-07-02,Valerie,38.59
2024-06-13,Prince Humperdink,90.27
2025-08-14,Count Rugen,85.31
2025-03-22,Miracle Max,29.28
2024-02-25,Fezzik,10.09
2025-11-14,Count Rugen,49.16
2024-08-09,Count Rugen,37.15
2025-10-23,Miracle Max,79.43
2024-01-13,Prince Humperdink,93.06
2024-01-05,Buttercup,10.34
2024-04-08,Valerie,32.87
2025-07-13,Count Rugen,37.23
2025-10-06,Fezzik,49.74
2024-04-30,Valerie,62.64
2025-05-26,Miracle Max,32.62
2024-06-22,Valerie,83.93
2025-10-27,Count Rugen,52.64
2024-07-25,Buttercup,22.03
2024-06-11,Count Rugen,89.87
2025-11-20,Inigo Montoya,71.46
2025-07-06,Miracle Max,2.53
2024-07-24,Miracle Max,13.31
2024-04-15,Fezzik,67.96
2024-05-10,Count Rugen,59.94
2024-02-26,Buttercup,50.54
2024-12-09,Fezzik,88.78
2024-11-11,Valerie,94.93
2025-06-23,Vizzini,62.31
2024-01-21,Valerie,39.76
2025-02-12,Buttercup,29.49
2024-03-11,Inigo Montoya,36.19
2025-07-19,Count Rugen,29.14
2024-04-05,Inigo Montoya,34.94
2025-02-11,Count Rugen,63.32
2024-05-07,Inigo Montoya,8.17
2024-07-05,Vizzini,59.04
2025-12-16,Count Rugen,52.22
2025-02-19,Valerie,45.9
2024-09-26,Count Rugen,11.7
2024-03-19,Miracle Max,62.46
2024-09-01,Miracle Max,32.8
2025-11-27,Buttercup,61.86
2024-11-11,Prince Humperdink,46.08
2025-07-01,Count Rugen,99.58
2024-04-24,Inigo Montoya,96.63
2025-08-14,Fezzik,6.29
2024-06-06,Count Rugen,22.15
2025-11-12,Prince Humperdink,13.77
2025-08-16,Valerie,8.94
2024-08-13,Buttercup,26.48
2025-02-23,Fezzik,89.58
2024-10-30,Vizzini,95.9
2025-05-11,Fezzik,85.02
2025-04-29,Count Rugen,31.78
2025-12-01,Count Rugen,54.99
2025-10-25,Valerie,85.85
2025-08-01,Buttercup,19.29
2025-05-21,Miracle Max,10.51
2025-04-07,Inigo Montoya,24.32
2024-08-20,Vizzini,24.18
2024-09-06,Miracle Max,68.28
2025-03-07,Buttercup,39.68
2025-06-09,Fezzik,29.62
2024-02-15,Miracle Max,4.45
2025-04-25,Count Rugen,92.96
2025-06-09,Vizzini,38.24
2025-02-19,Buttercup,35.27
2025-06-22,Prince Humperdink,59.82
2024-06-07,Valerie,48.0
2025-03-13,Fezzik,45.14
2025-01-24,Vizzini,94.84
2024-03-18,Fezzik,67.31
2024-12-16,Fezzik,29.86
2025-08-27,Prince Humperdink,22.53
2025-01-23,Vizzini,9.31
2025-01-30,Count Rugen,51.85
2024-07-05,Prince Humperdink,5.78
2025-09-11,Prince Humperdink,12.75
2024-04-07,Miracle Max,10.59
2024-01-15,Count Rugen,37.28
2024-05-16,Valerie,5.14
2024-11-09,Valerie,26.52
2024-08-04,Buttercup,40.42
2024-01-14,Valerie,26.3
2024-04-11,Fezzik,48.24
2025-10-07,Count Rugen,22.34
2024-06-22,Count Rugen,63.16
2024-02-01,Buttercup,61.98
2024-01-04,Inigo Montoya,36.06
2025-08-04,Count Rugen,95.74
2024-04-04,Valerie,19.08
2025-04-14,Inigo Montoya,6.0
2025-11-30,Buttercup,42.7
2024-07-20,Vizzini,14.38
2024-03-06,Inigo Montoya,45.64
2024-10-04,Inigo Montoya,9.61
2025-11-15,Fezzik,86.8
2024-03-17,Count Rugen,60.87
2024-01-08,Vizzini,78.52
2024-07-23,Inigo Montoya,72.7
2025-06-15,Miracle Max,40.61
2024-11-04,Vizzini,42.54
2025-04-15,Inigo Montoya,21.15
2024-08-12,Fezzik,76.79
2025-01-23,Miracle Max,52.89
2024-02-22,Inigo Montoya,34.2
2024-02-17,Buttercup,39.71
2025-12-24,Valerie,98.97
2024-07-14,Fezzik,28.74
2024-11-21,Prince Humperdink,47.37
2024-09-05,Buttercup,31.03
2025-03-15,Prince Humperdink,91.05
2025-01-24,Miracle Max,78.69
2025-09-19,Inigo Montoya,14.01
2025-04-05,Prince Humperdink,24.68
2024-02-07,Prince Humperdink,70.02
2024-08-31,Buttercup,67.07
2025-09-03,Fezzik,78.84
2025-03-08,Fezzik,92.2
2025-08-11,Fezzik,55.16
2024-11-18,Buttercup,83.34
2025-11-06,Valerie,54.86
2024-10-22,Buttercup,18.34
2024-11-16,Vizzini,23.08
2025-05-11,Prince Humperdink,23.85
2024-07-09,Vizzini,72.98
2024-04-27,Vizzini,43.56
2025-06-12,Count Rugen,35.85
2025-04-09,Miracle Max,9.95
2025-05-02,Miracle Max,32.71
2024-08-23,Miracle Max,22.85
2025-05-20,Vizzini,22.3
2025-06-11,Count Rugen,50.78
2024-07-16,Miracle Max,51.34
2024-09-04,Vizzini,9.74
2024-07-07,Prince Humperdink,81.33
2024-03-12,Count Rugen,94.42
2025-05-07,Miracle Max,90.73
2024-02-22,Inigo Montoya,6.02
2024-01-06,Inigo Montoya,22.9
2025-05-06,Inigo Montoya,11.45
2025-10-12,Vizzini,66.39
2024-05-27,Fezzik,87.66
2025-06-11,Inigo Montoya,91.56
2025-01-22,Buttercup,79.85
2024-07-09,Inigo Montoya,58.25
2025-06-07,Count Rugen,96.05
2025-01-18,Valerie,80.42
2024-01-24,Vizzini,34.64
2025-02-14,Buttercup,77.68
2025-12-16,Buttercup,15.48
2025-06-18,Inigo Montoya,94.18
2024-11-27,Buttercup,80.08
2025-11-02,Buttercup,84.5
2024-08-16,Miracle Max,62.26
2025-01-17,Buttercup,69.79
2025-11-14,Fezzik,70.7
2025-07-05,Vizzini,29.79
2025-10-23,Miracle Max,9.55
2024-01-14,Buttercup,8.02
2025-08-01,Count Rugen,12.54
2024-08-06,Miracle Max,17.33
2025-06-26,Buttercup,10.82
2024-09-07,Buttercup,55.69
2024-01-14,Inigo Montoya,16.51
2025-03-16,Vizzini,29.14
2025-07-13,Count Rugen,56.91
2024-04-10,Prince Humperdink,1.02
2024-06-26,Vizzini,25.49
2024-09-12,Inigo Montoya,55.41
2024-11-14,Vizzini,27.76
2024-12-05,Fezzik,19.36
2024-10-12,Vizzini,62.33
2024-01-08,Buttercup,92.89
2025-02-10,Count Rugen,60.09
2025-12-04,Vizzini,25.2
2025-05-31,Fezzik,27.69
2025-09-12,Count Rugen,4.54
2025-11-20,Inigo Montoya,50.0
2025-11-01,Miracle Max,16.55
2025-11-07,Buttercup,62.45
2025-04-13,Inigo Montoya,15.37
2024-12-12,Valerie,94.43
2024-08-23,Miracle Max,43.93
2025-10-08,Vizzini,11.18
2024-07-07,Fezzik,56.37
2024-12-26,Fezzik,73.71
2024-08-11,Vizzini,85.18
2024-02-11,Prince Humperdink,26.94
2025-08-16,Count Rugen,40.82
2025-05-07,Miracle Max,14.15
2024-06-17,Vizzini,66.52
2025-02-04,Miracle Max,40.95
2024-01-11,Valerie,26.01
2025-12-03,Prince Humperdink,37.14
2025-01-02,Fezzik,67.69
2024-01-15,Miracle Max,55.47
2024-03-24,Valerie,39.15
2025-06-26,Inigo Montoya,66.11
2025-10-30,Prince Humperdink,5.78
2024-07-09,Count Rugen,86.58
2025-08-08,Prince Humperdink,16.47
2025-05-13,Valerie,21.35
2025-06-07,Buttercup,67.25
2024-07-28,Prince Humperdink,75.24
2025-09-04,Count Rugen,66.1
2024-05-19,Buttercup,39.9
2024-06-29,Fezzik,32.27
