date,first_name,life_force
2025-11-15,Valerie,46.87
2025-11-11,Miracle Max,56.56
2025-08-03,Inigo Montoya,37.19
2025-03-16,Valerie,90.28
2025-05-19,Buttercup,42.07
2024-04-27,Buttercup,60.85
2025-12-11,Count Rugen,81.19
2025-01-09,Fezzik,51.94
2025-07-24,Fezzik,29.93
2025-02-04,Inigo Montoya,7.07
2024-02-26,Buttercup,33.09
2024-07-08,Count Rugen,9.84
2024-11-07,Buttercup,68.54
2025-12-03,Fezzik,17.33
2025-06-17,Valerie,12.12
2024-03-20,Miracle Max,65.33
2025-10-10,Vizzini,70.4
2025-09-20,Inigo Montoya,56.61
2025-09-01,Valerie,17.22
2024-01-17,Count Rugen,22.72
2025-02-01,Prince Humperdink,47.11
2025-10-23,Buttercup,51.56
2025-07-03,Buttercup,98.41
2024-09-14,Valerie,5.07
2025-05-25,Prince Humperdink,51.92
2024-07-04,Prince Humperdink,33.22
2025-08-19,Fezzik,58.47
2025-08-09,Valerie,73.54
2024-03-08,Fezzik,23.68
2025-01-18,Valerie,58.95
2025-04-28,Count Rugen,57.68
2024-08-28,Valerie,85.33
2025-03-17,Inigo Montoya,66.04
2025-10-19,Inigo Montoya,32.61
2025-08-28,Count Rugen,82.22
2025-06-24,Fezzik,1.28
2025-04-12,Count Rugen,48.41
2024-06-05,Miracle Max,40.07
2025-01-30,Valerie,37.2
2024-01-11,Buttercup,25.76
2025-06-07,Fezzik,70.88
2024-08-05,Valerie,67.63
2025-11-23,Buttercup,48.22
2024-08-11,Vizzini,28.93
2024-09-14,Vizzini,77.89
2025-06-01,Miracle Max,47.06
2024-11-07,Inigo Montoya,49.95
2025-09-12,Valerie,36.59
2024-06-12,Miracle Max,71.71
2024-05-07,Inigo Montoya,27.59
2025-02-13,Buttercup,17.0
2025-09-05,Fezzik,37.3
2024-09-30,Inigo Montoya,87.88
2024-06-26,Fezzik,49.98
2024-02-15,Count Rugen,74.55
2025-09-04,Vizzini,27.26
2024-08-09,Count Rugen,86.95
2024-09-10,Vizzini,96.99
2025-10-30,Prince Humperdink,91.41
2025-12-01,Prince Humperdink,48.38
2025-09-24,Valerie,64.1
2024-11-07,Valerie,73.02
2024-11-12,Count Rugen,27.92
2025-10-31,Prince Humperdink,40.85
2025-12-07,Count Rugen,88.1
2025-05-05,Miracle Max,78.75
2024-05-22,Valerie,7.29
2025-09-01,Count Rugen,57.57
2025-08-21,Count Rugen,8.49
2024-08-21,Fezzik,53.2
2025-11-15,Valerie,3.13
2024-06-17,Buttercup,13.93
2025-06-01,Prince Humperdink,43.65
2025-01-13,Fezzik,71.1
2024-07-13,Fezzik,20.95
2024-05-20,Count Rugen,64.35
2025-04-06,Buttercup,97.83
2025-11-23,Vizzini,39.92
2024-11-15,Count Rugen,24.54
2024-08-23,Miracle Max,92.52
2024-03-25,Vizzini,25.7
2025-12-16,Buttercup,13.55
2025-09-06,Buttercup,62.37
2024-08-18,Vizzini,20.29
2025-04-15,Buttercup,28.68
2024-12-23,Miracle Max,98.02
2024-10-05,Miracle Max,78.12
2024-05-01,Inigo Montoya,68.68
2025-05-29,Buttercup,5.95
2025-08-20,Count Rugen,74.91
2024-11-08,Inigo Montoya,18.19
2024-08-25,Prince Humperdink,24.48
2025-07-03,Fezzik,85.21
2024-02-27,Count Rugen,88.96
2025-06-01,Valerie,27.51
2024-01-01,Buttercup,30.6
2024-12-27,Inigo Montoya,9.29
2025-04-23,Fezzik,96.09
2025-11-24,Buttercup,12.1
2024-06-29,Valerie,85.47
2024-11-04,Prince Humperdink,57.25
2024-10-07,Prince Humperdink,56.35
2025-06-03,Vizzini,66.78
2024-04-21,Buttercup,12.81
2024-04-02,Prince Humperdink,47.35
2024-11-27,Vizzini,89.28
2025-09-01,Count Rugen,53.17
2025-11-16,Count Rugen,50.0
2025-11-07,Inigo Montoya,98.97
2025-12-25,Prince Humperdink,20.39
2025-03-20,Fezzik,92.63
2025-04-13,Vizzini,52.05
2024-10-07,Fezzik,87.45
2025-07-08,Inigo Montoya,39.59
2025-07-01,Buttercup,78.14
2024-07-06,Count Rugen,75.32
2025-12-13,Prince Humperdink,60.63
2025-05-16,Prince Humperdink,51.76
2024-04-15,Valerie,28.5
2024-09-02,Vizzini,45.2
2025-06-19,Count Rugen,58.17
2024-09-30,Inigo Montoya,38.21
2025-05-26,Miracle Max,80.5
2024-08-28,Inigo Montoya,93.09
2025-02-27,Inigo Montoya,62.32
2024-06-01,Vizzini,7.35
2025-12-16,Vizzini,73.05
2024-05-11,Inigo Montoya,21.7
2025-04-14,Count Rugen,11.3
2024-09-11,Prince Humperdink,50.21
2025-04-14,Buttercup,32.24
2025-03-13,Valerie,85.38
2025-12-22,Inigo Montoya,90.29
2024-08-02,Vizzini,74.52
2025-04-12,Vizzini,20.58
2025-05-23,Miracle Max,39.59
2025-03-09,Prince Humperdink,34.87
2024-04-20,Miracle Max,18.17
2024-07-21,Fezzik,48.04
2024-07-21,Count Rugen,93.14
2025-04-24,Miracle Max,25.61
2025-06-19,Prince Humperdink,39.8
2024-09-10,Buttercup,61.3
2025-12-28,Miracle Max,42.4
2024-05-07,Miracle Max,38.87
2024-12-11,Vizzini,48.56
2024-08-06,Prince Humperdink,8.84
2025-10-12,Vizzini,62.11
2025-12-21,Valerie,97.39
2024-10-25,Prince Humperdink,88.16
2025-05-10,Inigo Montoya,63.97
2025-05-03,Valerie,4.28
2025-08-22,Valerie,42.47
2024-11-29,Fezzik,38.57
2024-05-29,Buttercup,69.69
2025-09-19,Vizzini,36.18
2025-11-29,Buttercup,71.38
2024-01-11,Miracle Max,62.19
2024-05-12,Buttercup,84.58
2025-11-27,Buttercup,95.24
2024-04-22,Inigo Montoya,61.74
2025-10-11,Vizzini,10.52
2025-12-09,Prince Humperdink,51.28
2024-04-14,Inigo Montoya,98.16
2024-03-12,Valerie,1.28
2024-02-10,Prince Humperdink,69.04
2025-04-21,Fezzik,10.39
2024-09-09,Inigo Montoya,49.17
2025-12-23,Vizzini,71.99
2025-11-03,Fezzik,65.31
2025-08-10,Miracle Max,18.39
2024-03-07,Prince Humperdink,56.72
2025-11-22,Miracle Max,4.17
2024-09-01,Count Rugen,35.32
2025-01-02,Valerie,8.68
2025-11-08,Fezzik,10.49
2025-11-04,Inigo Montoya,13.54
2025-11-24,Buttercup,67.3
2024-06-01,Inigo Montoya,53.42
2024-12-23,Buttercup,96.5
2025-11-04,Count Rugen,39.26
2024-01-17,Valerie,71.72
2025-08-26,Inigo Montoya,58.32
2025-08-03,Miracle Max,65.02
2025-04-27,Inigo Montoya,39.22
2025-09-28,Miracle Max,86.52
2024-03-05,Fezzik,45.69
2025-07-19,Vizzini,45.73
2024-05-12,Fezzik,89.23
2024-09-28,Miracle Max,48.74
2025-11-27,Inigo Montoya,50.88
2024-11-19,Buttercup,98.41
2024-09-21,Valerie,86.09
2024-09-01,Valerie,54.94
2025-11-11,Miracle Max,87.81
2025-01-05,Fezzik,45.83
2025-09-28,Buttercup,4.97
2024-06-13,Count Rugen,32.53
2025-04-25,Buttercup,99.11
2024-09-08,Valerie,63.73
2025-11-28,Prince Humperdink,97.19
2025-06-28,Buttercup,37.5
2024-06-13,Miracle Max,6.39
2024-02-28,Fezzik,63.16
2024-09-05,Miracle Max,48.19
2025-11-13,Miracle Max,49.61
2025-09-27,Valerie,21.33
2024-02-29,Miracle Max,60.71
2025-12-25,Miracle Max,90.15
2025-11-21,Valerie,4.28
2024-08-17,Prince Humperdink,11.25
2025-08-09,Buttercup,32.25
2025-10-23,Miracle Max,99.38
2025-12-02,Buttercup,3.44
2024-01-17,Fezzik,33.77
2024-10-02,Vizzini,63.17
2025-05-29,Vizzini,89.85
2025-01-23,Buttercup,45.57
2024-02-04,Valerie,14.86
2025-01-29,Count Rugen,20.99
2024-09-13,Fezzik,79.98
2025-12-06,Buttercup,3.89
2024-02-05,Prince Humperdink,16.89
2025-12-13,Inigo Montoya,35.6
2024-01-24,Count Rugen,88.29
2025-12-04,Miracle Max,16.84
2024-06-03,Prince Humperdink,95.78
2024-02-25,Fezzik,92.68
2024-07-05,Prince Humperdink,45.25
2024-07-24,Inigo Montoya,81.6
2025-07-30,Vizzini,11.41
2025-03-01,Vizzini,32.57
2024-04-15,Count Rugen,95.85
2025-11-17,Prince Humperdink,72.76
2024-10-02,Valerie,28.39
2025-08-29,Prince Humperdink,40.75
2025-07-11,Vizzini,74.45
2025-05-04,Count Rugen,94.2
2024-10-11,Count Rugen,52.01
2024-07-21,Fezzik,24.61
2025-06-03,Prince Humperdink,19.63
2024-09-08,Prince Humperdink,23.4
2024-04-05,Inigo Montoya,76.09
2025-05-04,Buttercup,3.66
2024-01-19,Valerie,35.13
2024-11-13,Fezzik,75.19
2025-05-16,Fezzik,71.04
2025-02-08,Miracle Max,26.5
2025-08-14,Count Rugen,78.09
2024-09-15,Miracle Max,58.96
2025-09-19,Vizzini,4.88
2025-09-09,Count Rugen,18.69
2025-04-10,Prince Humperdink,9.35
2024-05-28,Valerie,42.19
2025-12-14,Inigo Montoya,97.11
2024-05-11,Buttercup,92.09
2025-11-21,Count Rugen,94.49
2024-12-09,Fezzik,46.23
2024-02-25,Prince Humperdink,58.95
2024-12-11,Buttercup,61.0
2025-04-24,Count Rugen,33.4
2025-10-16,Vizzini,46.87
2024-05-21,Vizzini,29.04
2025-04-07,Vizzini,67.8
2024-12-02,Vizzini,31.96
2025-05-28,Buttercup,72.8
2024-08-12,Valerie,16.09
2024-07-17,Fezzik,7.51
2024-05-21,Valerie,58.67
2025-04-21,Buttercup,31.65
2024-03-28,Valerie,28.48
2024-04-16,Buttercup,13.93
2024-02-25,Valerie,72.87
2024-06-01,Vizzini,80.74
2025-03-09,Vizzini,2.35
2025-08-12,Miracle Max,3.27
2024-02-02,Count Rugen,48.69
2025-04-28,Vizzini,29.87
2025-09-05,Fezzik,70.73
2025-03-24,Fezzik,18.22
2024-02-26,Vizzini,49.8
2024-07-06,Fezzik,10.72
2024-01-18,Valerie,23.72
2025-07-15,Inigo Montoya,85.89
2024-09-26,Buttercup,55.78
2025-01-18,Count Rugen,83.99
2024-05-01,Vizzini,51.28
2025-09-21,Inigo Montoya,74.72
2025-12-05,Valerie,84.99
2024-02-22,Buttercup,40.7
2024-01-27,Prince Humperdink,83.75
2025-01-04,Valerie,17.41
2025-06-20,Buttercup,86.35
2024-05-14,Buttercup,35.54
2024-12-25,Valerie,66.79
2024-05-29,Count Rugen,27.38
2025-11-03,Buttercup,86.26
2024-12-11,Miracle Max,19.07
2025-06-17,Miracle Max,75.42
2025-11-17,Fezzik,91.74
2025-01-23,Inigo Montoya,23.67
2025-08-12,Inigo Montoya,72.11
2024-07-06,Count Rugen,81.57
2025-11-19,Fezzik,84.15
2024-08-21,Prince Humperdink,77.79
2024-02-12,Fezzik,23.13
2024-09-08,Inigo Montoya,24.46
2025-01-04,Count Rugen,1.28
2024-09-05,Prince Humperdink,58.14
2025-09-10,Inigo Montoya,85.75
2025-05-09,Vizzini,24.65
2025-07-27,Count Rugen,69.55
2025-05-26,Count Rugen,9.07
2024-07-19,Fezzik,25.82
2024-04-07,Prince Humperdink,71.94
2025-07-21,Miracle Max,44.13
2025-06-13,Buttercup,37.98
2025-04-03,Vizzini,73.39
2025-09-11,Prince Humperdink,47.72
2025-07-08,Buttercup,60.79
2024-11-05,Fezzik,40.26
2025-01-29,Buttercup,84.04
2025-07-09,Prince Humperdink,28.78
2024-11-21,Valerie,7.26
2024-01-25,Buttercup,6.04
2025-11-17,Vizzini,68.51
2024-09-07,Buttercup,94.1
2024-07-25,Valerie,10.17
2025-06-17,Miracle Max,15.4
2025-02-02,Inigo Montoya,43.67
2025-02-27,Prince Humperdink,23.01
2024-12-02,Fezzik,89.35
2025-04-01,Buttercup,48.75
2024-09-25,Valerie,42.08
2025-10-22,Inigo Montoya,49.87
2025-04-06,Buttercup,31.31
2024-01-28,Inigo Montoya,67.36
2024-09-15,Fezzik,47.46
2024-02-22,Miracle Max,57.87
2024-02-23,Buttercup,45.95
2024-09-07,Prince Humperdink,36.4
2025-03-11,Valerie,28.68
2024-12-10,Count Rugen,48.4
2025-06-20,Buttercup,54.9
2024-04-22,Count Rugen,2.9
2025-10-30,Fezzik,34.72
2025-05-27,Prince Humperdink,58.37
2025-11-05,Prince Humperdink,62.73
2024-08-29,Fezzik,49.94
2025-05-06,Count Rugen,22.34
2024-10-31,Valerie,36.09
2025-12-04,Miracle Max,13.13
2025-07-14,Vizzini,59.31
2024-04-04,Miracle Max,69.02
2024-07-18,Inigo Montoya,28.32
2024-07-21,Fezzik,66.79
2025-02-24,Count Rugen,91.02
2025-07-27,Inigo Montoya,58.84
2025-01-28,Vizzini,36.89
2025-03-30,Prince Humperdink,28.79
2025-04-17,Miracle Max,77.83
2024-06-02,Prince Humperdink,73.66
2024-06-23,Miracle Max,74.87
2025-09-27,Prince Humperdink,67.99
2024-12-27,Fezzik,69.74
2024-09-23,Inigo Montoya,73.05
2025-03-27,Vizzini,57.36
2024-05-15,Valerie,2.03
2024-07-02,Vizzini,89.69
2025-11-13,Valerie,87.1
2024-12-19,Valerie,72.13
2024-02-02,Valerie,69.56
2024-05-12,Valerie,5.57
2025-12-04,Buttercup,96.32
2025-06-13,Inigo Montoya,92.93
2025-06-26,Count Rugen,5.17
2024-12-23,Vizzini,60.74
2024-11-26,Vizzini,48.48
2024-10-07,Fezzik,39.0
2024-10-06,Inigo Montoya,39.91
2025-03-23,Count Rugen,9.54
2024-02-20,Inigo Montoya,24.2
2025-05-28,Miracle Max,8.71
2024-10-23,Valerie,33.66
2025-08-28,Inigo Montoya,8.13
2024-08-27,Miracle Max,81.48
2024-02-23,Count Rugen,98.1
2024-08-06,Buttercup,94.26
2024-07-03,Inigo Montoya,56.37
2024-07-27,Inigo Montoya,41.22
2024-04-06,Vizzini,49.22
2024-06-11,Fezzik,55.52
2024-02-25,Valerie,41.5
2025-03-17,Fezzik,95.27
2025-11-25,Inigo Montoya,96.42
2025-06-17,Buttercup,10.61
2024-04-20,Prince Humperdink,75.06
2025-02-28,Miracle Max,40.03
2025-04-27,Valerie,35.14
2025-08-03,Valerie,82.62
2024-05-28,Inigo Montoya,21.88
2024-03-07,Valerie,48.1
2025-02-01,Buttercup,34.68
2024-07-06,Prince Humperdink,40.07
2024-09-12,Vizzini,26.81
2024-08-04,Vizzini,1.07
2025-05-02,Prince Humperdink,42.45
2024-10-07,Prince Humperdink,17.36
2025-06-22,Valerie,84.02
2024-04-28,Valerie,53.08
2024-03-26,Miracle Max,48.5
2024-12-23,Inigo Montoya,86.94
2025-11-10,Valerie,51.0
2025-12-10,Valerie,91.21
2025-08-31,Valerie,87.94
2025-08-29,Valerie,58.3
2025-12-01,Buttercup,22.31
2025-05-07,Buttercup,78.55
2024-08-20,Fezzik,57.51
2024-10-07,Inigo Montoya,3.72
2025-01-20,Fezzik,29.13
2025-12-17,Buttercup,37.37
2024-10-27,Fezzik,26.62
2024-10-05,Buttercup,91.85
2024-07-29,Fezzik,28.6
2025-10-11,Valerie,16.9
2025-01-28,Prince Humperdink,7.29
2024-06-08,Miracle Max,90.59
2024-01-05,Miracle Max,54.02
2024-03-29,Inigo Montoya,7.13
2025-04-06,Inigo Montoya,64.64
2025-01-24,Valerie,98.35
2024-08-01,Prince Humperdink,60.65
2025-08-27,Vizzini,51.83
2025-11-09,Inigo Montoya,94.29
2025-08-23,Buttercup,5.39
2024-05-27,Prince Humperdink,17.95
2024-08-22,Count Rugen,36.74
2025-10-15,Fezzik,37.76
2024-06-02,Valerie,91.13
2025-04-03,Count Rugen,59.05
2024-05-22,Valerie,52.94
2024-04-24,Count Rugen,91.52
2024-06-28,Buttercup,89.11
2025-06-30,Count Rugen,71.06
2024-09-20,Buttercup,23.04
2025-04-22,Buttercup,95.68
2024-03-27,Valerie,69.29
2025-10-02,Prince Humperdink,69.47
2025-09-12,Count Rugen,83.4
2025-03-31,Buttercup,27.82
2024-10-22,Inigo Montoya,42.1
2024-12-09,Fezzik,48.11
2024-06-14,Valerie,37.58
2024-10-08,Count Rugen,36.93
2025-03-05,Valerie,98.71
2025-12-05,Vizzini,77.08
2025-02-24,Valerie,48.67
2025-08-16,Vizzini,57.71
2025-12-07,Count Rugen,11.79
2024-04-15,Valerie,23.72
2025-01-23,Buttercup,10.75
2024-10-25,Fezzik,32.85
2024-08-06,Inigo Montoya,3.16
2024-12-07,Miracle Max,33.29
2024-09-13,Prince Humperdink,14.91
2025-05-11,Count Rugen,80.51
2024-03-08,Prince Humperdink,4.12
2024-09-17,Fezzik,70.09
2024-04-17,Count Rugen,38.32
2024-10-06,Miracle Max,28.94
2024-11-30,Miracle Max,52.67
2025-08-30,Fezzik,79.93
2024-09-08,Prince Humperdink,31.53
2024-08-22,Valerie,14.41
2024-04-01,Prince Humperdink,8.64
2024-11-23,Miracle Max,13.17
2025-03-22,Buttercup,40.81
2025-01-19,Vizzini,10.51
2024-03-11,Fezzik,58.64
2025-04-17,Valerie,62.85
2025-04-24,Count Rugen,48.83
2024-06-23,Prince Humperdink,60.3
2025-01-11,Vizzini,96.53
2024-06-16,Buttercup,7.46
2024-12-23,Miracle Max,31.41
2024-02-05,Prince Humperdink,92.53
2025-07-02,Count Rugen,13.79
2025-06-19,Inigo Montoya,35.31
2024-03-25,Buttercup,24.43
2025-08-30,Valerie,4.69
2024-06-13,Valerie,96.46
2025-01-25,Count Rugen,23.77
2025-09-02,Fezzik,63.0
2025-09-11,Buttercup,20.63
2024-12-19,Prince Humperdink,52.77
2024-12-14,Inigo Montoya,56.17
2024-07-22,Inigo Montoya,94.33
2024-04-21,Prince Humperdink,18.73
2025-07-14,Buttercup,40.95
2025-04-28,Vizzini,40.37
2025-06-13,Prince Humperdink,3.34
2024-09-05,Prince Humperdink,37.58
2025-05-19,Count Rugen,17.97
2024-04-17,Fezzik,37.91
2024-02-29,Fezzik,30.78
2024-05-21,Buttercup,71.53
2024-03-13,Fezzik,84.5
2025-03-18,Buttercup,88.16
2024-06-25,Buttercup,39.81
2024-07-02,Vizzini,23.17
2024-10-10,Prince Humperdink,5.22
2025-02-13,Miracle Max,84.52
2025-09-05,Valerie,55.48
2024-04-06,Count Rugen,8.91
2024-09-22,Valerie,89.16
2025-07-22,Vizzini,50.48
2024-06-30,Buttercup,93.78
2024-11-29,Prince Humperdink,97.3
2024-01-03,Fezzik,98.83
2024-10-28,Valerie,90.81
2025-06-06,Valerie,74.14
2025-07-01,Buttercup,48.11
2025-01-21,Miracle Max,86.01
2025-07-14,Prince Humperdink,35.09
2025-12-12,Miracle Max,31.65
2025-09-06,Vizzini,70.69
2024-05-18,Fezzik,26.06
2024-03-16,Buttercup,22.67
2024-10-06,Inigo Montoya,12.61
2025-06-29,Count Rugen,90.66
2024-02-14,Fezzik,98.76
2024-04-16,Inigo Montoya,76.77
2025-05-30,Count Rugen,33.06
2025-04-21,Buttercup,81.34
2024-07-05,Count Rugen,25.67
2024-01-07,Prince Humperdink,88.32
2024-07-27,Fezzik,11.58
2025-01-12,Count Rugen,64.08
2024-10-14,Prince Humperdink,41.42
2025-06-12,Valerie,82.86
2025-02-01,Miracle Max,63.42
2024-07-19,Buttercup,29.19
2024-02-19,Inigo Montoya,18.35
2025-07-24,Inigo Montoya,1.19
2025-01-20,Fezzik,22.81
2025-11-11,Inigo Montoya,22.8
2025-12-26,Inigo Montoya,53.35
2024-09-26,Prince Humperdink,10.94
2024-05-25,Buttercup,55.5
2025-10-02,Prince Humperdink,13.35
2024-05-04,Inigo Montoya,87.38
2025-11-14,Buttercup,64.41
2024-06-26,Count Rugen,54.77
2024-11-05,Vizzini,61.84
2025-04-23,Count Rugen,74.7
2025-07-07,Inigo Montoya,78.38
2025-06-18,Inigo Montoya,99.53
2025-10-28,Count Rugen,25.3
2025-01-26,Valerie,98.41
2024-02-02,Miracle Max,90.89
2025-04-20,Count Rugen,22.1
2024-01-24,Buttercup,37.2
2025-07-03,Count Rugen,40.3
2024-06-03,Fezzik,29.28
2025-09-10,Prince Humperdink,23.98
2025-04-17,Fezzik,47.13
2024-09-18,Vizzini,45.91
2025-03-20,Inigo Montoya,84.55
2025-10-03,Buttercup,87.38
2025-11-09,Prince Humperdink,4.34
2025-06-07,Inigo Montoya,65.11
2024-01-10,Vizzini,86.99
2024-10-24,Miracle Max,31.94
2024-12-04,Miracle Max,51.51
2024-11-02,Fezzik,23.63
2025-01-21,Miracle Max,61.91
2024-03-28,Vizzini,30.37
2024-06-17,Miracle Max,91.23
2025-12-14,Prince Humperdink,55.71
2024-08-17,Valerie,48.7
2025-08-27,Prince Humperdink,54.6
2025-08-01,Prince Humperdink,56.58
2024-04-23,Vizzini,31.12
2024-06-18,Prince Humperdink,68.83
2024-11-11,Inigo Montoya,56.99
2024-06-03,Miracle Max,66.74
2024-06-26,Prince Humperdink,13.8
2024-09-22,Inigo Montoya,13.38
2024-03-23,Vizzini,26.67
2024-02-27,Vizzini,71.01
2024-05-27,Prince Humperdink,44.62
2025-11-26,Vizzini,29.93
2024-12-24,Prince Humperdink,11.65
2024-02-26,Vizzini,75.68
2025-10-17,Count Rugen,35.29
2024-02-16,Buttercup,19.45
2025-03-27,Inigo Montoya,78.5
2025-06-04,Miracle Max,80.9
2024-11-02,Fezzik,54.07
2025-07-25,Fezzik,21.53
2025-03-09,Valerie,39.56
2025-08-04,Prince Humperdink,47.06
2024-05-21,Inigo Montoya,79.16
2025-12-04,Buttercup,71.22
2024-12-14,Prince Humperdink,84.86
2025-07-08,Count Rugen,59.53
2024-11-25,Count Rugen,15.46
2024-04-26,Fezzik,96.23
2025-05-19,Miracle Max,70.62
2025-08-12,Count Rugen,6.65
2025-07-29,Valerie,82.31
2024-11-30,Vizzini,77.61
2025-05-25,Fezzik,26.58
2025-06-12,Count Rugen,54.2
2025-04-12,Fezzik,87.81
2024-06-30,Valerie,28.98
2024-02-26,Fezzik,26.97
2025-09-21,Miracle Max,30.4
2025-06-23,Count Rugen,64.35
2025-12-13,Miracle Max,60.35
2024-01-29,Fezzik,22.84
2024-07-27,Prince Humperdink,26.87
2024-08-08,Prince Humperdink,30.47
2025-11-24,Count Rugen,39.77
2025-10-26,Prince Humperdink,70.33
2025-07-30,Miracle Max,63.01
2025-10-17,Prince Humperdink,94.19
2025-02-21,Miracle Max,19.21
2025-05-12,Vizzini,77.92
2025-10-20,Miracle Max,88.59
2024-12-15,Inigo Montoya,3.13
2024-08-12,Buttercup,54.15
2025-06-19,Miracle Max,6.29
2024-01-01,Miracle Max,12.35
2024-11-14,Buttercup,83.83
2025-12-18,Prince Humperdink,77.49
2024-01-09,Valerie,60.39
2024-12-25,Count Rugen,48.33
2024-01-08,Buttercup,36.5
2025-08-05,Buttercup,75.53
2025-07-24,Fezzik,55.14
2025-11-19,Buttercup,67.1
2024-02-11,Buttercup,81.85
2024-09-09,Valerie,58.3
2025-08-13,Count Rugen,18.06
2024-02-16,Miracle Max,97.62
2024-02-06,Count Rugen,2.97
2024-01-06,Buttercup,23.53
2025-11-01,Valerie,57.98
2025-05-27,Valerie,2.98
2025-10-20,Vizzini,68.88
2025-12-05,Count Rugen,56.55
2024-10-03,Vizzini,19.27
2025-05-19,Buttercup,95.5
2025-01-22,Valerie,19.26
2025-02-19,Inigo Montoya,96.36
2025-11-06,Count Rugen,98.93
2024-06-26,Vizzini,35.78
2024-03-29,Prince Humperdink,68.26
2025-09-08,Miracle Max,19.26
2025-06-14,Valerie,35.25
2024-06-12,Inigo Montoya,83.12
2024-11-24,Valerie,95.53
2024-12-17,Prince Humperdink,25.63
2024-04-27,Count Rugen,59.86
2024-07-31,Buttercup,32.9
2024-07-18,Prince Humperdink,65.48
2024-06-01,Buttercup,25.07
2024-12-12,Valerie,73.29
2025-12-10,Inigo Montoya,65.97
2024-08-09,Vizzini,56.76
2024-05-27,Count Rugen,38.9
2025-12-12,Miracle Max,13.19
2024-08-26,Buttercup,76.05
2024-04-15,Count Rugen,86.25
2025-10-07,Vizzini,46.66
2025-03-25,Valerie,15.24
2024-10-02,Valerie,35.79
2024-02-05,Prince Humperdink,90.59
2024-08-20,Valerie,49.1
2024-02-16,Valerie,7.66
2025-08-25,Prince Humperdink,27.98
2024-07-26,Count Rugen,11.98
2024-04-05,Prince Humperdink,28.06
2025-03-31,Fezzik,72.64
2024-03-01,Inigo Montoya,80.49
2024-04-21,Count Rugen,90.33
2024-04-07,Fezzik,57.31
2024-04-12,Miracle Max,61.09
2024-06-03,Prince Humperdink,90.29
2024-11-08,Prince Humperdink,98.83
2025-07-14,Buttercup,2.16
2025-08-01,Buttercup,43.82
2024-03-17,Count Rugen,55.23
2025-12-01,Inigo Montoya,23.22
2025-06-13,Valerie,11.73
2024-09-27,Count Rugen,79.85
2025-11-21,Miracle Max,4.7
2024-06-21,Buttercup,22.73
2024-09-05,Inigo Montoya,54.2
2025-03-18,Count Rugen,66.11
2025-04-17,Fezzik,57.11
2024-09-09,Miracle Max,13.95
2025-11-10,Count Rugen,9.85
2024-06-22,Buttercup,15.63
2025-09-14,Vizzini,64.59
2024-06-24,Vizzini,68.43
2025-07-03,Miracle Max,23.39
2025-10-11,Prince Humperdink,20.06
2025-01-03,Buttercup,77.63
